Metabolite,baseMean,FC,log2FC,Test,Stat,pvalue,adj_pvalue,Significant,Direction,abs_log2FC,neg_log10_adj_pval,Colour
POS.243.1726@3.0220025,107334.35294117648,237.82345771022136,7.893747212062388,Mann-Whitney U,2340.0,2.325065572786268e-06,2.434637628515276e-05,True,Up,7.893747212062388,4.613565670033557,red
NEG.276.0487@5.462813,10530.22619047619,0.29141157201936607,-1.7788699266013779,Mann-Whitney U,741.0,2.536184475246362e-06,2.6255273374425407e-05,True,Down,1.7788699266013779,4.580783455404487,blue
POS.trimethylamine N-oxide (TMAO),682625.6396396396,2.160390316886473,1.1112919870948328,Mann-Whitney U,2337.0,2.536184475246362e-06,2.6255273374425407e-05,True,Up,1.1112919870948328,4.580783455404487,red
POS.296.2702@7.13599,11806.739583333334,2.079036574294552,1.0559151382295906,Mann-Whitney U,2334.0,2.7656379854477334e-06,2.8229649352861456e-05,True,Up,1.0559151382295906,4.549294516293858,red
POS.387.0801@2.122997,90622.88888888889,90.0843292309637,6.493204256341493,Mann-Whitney U,2329.0,3.192652873564522e-06,3.179011422779891e-05,True,Up,6.493204256341493,4.497707911581496,red
POS.386.1752@5.6569977,1204888.2470588235,109.93610338190418,6.780521439723929,Mann-Whitney U,2327.0,3.3810582305090545e-06,3.3571052294209796e-05,True,Up,6.780521439723929,4.474035045454219,red
NEG.354.0779@5.574991,55037.75862068965,0.4753694954346816,-1.072878766695584,Mann-Whitney U,759.0,4.245234827906397e-06,4.1033516479816744e-05,True,Down,1.072878766695584,4.386861263380638,blue
NEG.513.2752@6.0702333,1992785.1650485436,3.582987551704829,1.8411630312335758,Mann-Whitney U,2313.0,5.028371452986765e-06,4.746991081524293e-05,True,Up,1.8411630312335758,4.323581584217689,red
POS.600.2567@4.197004,15174.60909090909,0.47569634082752044,-1.0718871671070578,Mann-Whitney U,766.0,5.171668919492821e-06,4.869654145382904e-05,True,Down,1.0718871671070578,4.312501882334749,blue
POS.193.1083@3.3049946,155393.6568627451,2.339101900241568,1.2259547123833496,Mann-Whitney U,2307.0,5.948800590757557e-06,5.474098321394075e-05,True,Up,1.2259547123833496,4.261687406404262,red
NEG.206.094@5.2627583,55385.3870967742,2.2385747482091953,1.1625804920499354,Mann-Whitney U,2305.0,6.289949023888879e-06,5.6874874052235914e-05,True,Up,1.1625804920499354,4.245079552066339,red
POS.546.3904@9.03002,34621.02702702703,0.22618696554254278,-2.1444123012313954,Mann-Whitney U,776.0,6.8369860681116845e-06,6.076579812731458e-05,True,Down,2.1444123012313954,4.216340793489979,blue
NEG.370.1626@4.8102107,114606.97752808989,2.0085011568941895,1.0061192923741835,Mann-Whitney U,2301.0,7.0292365002763574e-06,6.232247641607554e-05,True,Up,1.0061192923741835,4.205355298075085,red
NEG.513.2852@6.0676303,1984098.9158878506,3.7709848174759477,1.914941341994758,Mann-Whitney U,2299.0,7.4293614901914144e-06,6.523516450664462e-05,True,Up,1.914941341994758,4.185518238096368,red
NEG.601.2617@6.403374,69468.91764705883,2.7600396535263623,1.464688994371155,Mann-Whitney U,2295.0,8.2959065142995e-06,7.197686509073184e-05,True,Up,1.464688994371155,4.142807072707352,red
POS.Glycodeoxycholic acid_FE,69781.70967741935,3.8488410776479047,1.9444241021119337,Mann-Whitney U,2293.0,8.764616006789258e-06,7.514884877350602e-05,True,Up,1.9444241021119337,4.124077668106259,red
NEG.RESORCINOL MONOACETATE,254064.63736263735,7.819411850732641,2.967060097054124,Mann-Whitney U,2291.0,9.258568863863896e-06,7.882762836429915e-05,True,Up,2.967060097054124,4.10332153957681,red
POS.350.1181@0.7580014,8403.355140186915,0.4600732601260002,-1.1200644867502056,Mann-Whitney U,798.0,1.248724166556098e-05,0.000101344117214486,True,Down,1.1200644867502056,3.994201456003408,blue
POS.230.1622@2.4280014,13578.0206185567,0.3457318705718849,-1.5322744933215298,Mann-Whitney U,800.5,1.3357668700599726e-05,0.00010792759366959069,True,Down,1.5322744933215298,3.9668675057677687,blue
NEG.601.2614@6.404257,71826.55670103093,2.090397593519727,1.0637773689309453,Mann-Whitney U,2275.0,1.4287033663503761e-05,0.00011467390015376147,True,Up,1.0637773689309453,3.940535416527944,red
NEG.721.2631@6.405073,42186.12871287129,2.5892018778306465,1.3725074553078043,Mann-Whitney U,2274.0,1.4675526316849445e-05,0.00011701885754616931,True,Up,1.3725074553078043,3.931744146216896,red
NEG.669.2489@6.403957,47209.11827956989,2.515775814900939,1.331003366914753,Mann-Whitney U,2274.0,1.4675526316849445e-05,0.00011701885754616931,True,Up,1.331003366914753,3.931744146216896,red
NEG.533.2962@6.1339474,246267.17525773196,4.043065127601397,2.015449443409456,Mann-Whitney U,2255.0,2.427850926080862e-05,0.00018431434947163879,True,Up,2.015449443409456,3.7344408522266237,red
NEG.Glycochenodeoxycholic acid_FE 6.486721,316239.404040404,3.8283482958245445,1.9367220894374682,Mann-Whitney U,2252.0,2.6258177517869465e-05,0.00019810517365448515,True,Up,1.9367220894374682,3.7031041824106987,red
NEG.507.2723@6.4060726,40594.06796116505,3.157604702198215,1.6588305727579544,Mann-Whitney U,2249.0,2.8390756641421445e-05,0.00021113452490069336,True,Up,1.6588305727579544,3.675440744674917,red
POS.Glycocholic acid_FE,245790.76,3.906147934119856,1.965746588185185,Mann-Whitney U,2248.0,2.913749249826714e-05,0.00021580695663350706,True,Up,1.965746588185185,3.6659345597511206,red
POS.438.2744@7.3870053,41013.154639175256,0.13774555107372466,-2.859922371717249,Mann-Whitney U,835.0,3.315975920223573e-05,0.00023975032248600594,True,Down,2.859922371717249,3.620240799991298,blue
NEG.220.0347@3.97991,82489.42528735632,5.434611921164443,2.4421770178834583,Mann-Whitney U,2241.0,3.491193163945943e-05,0.00025043125766572867,True,Up,2.4421770178834583,3.6013114654595246,red
NEG.583.2788@6.066284,182433.38043478262,2.959141129600564,1.5651785042775221,Mann-Whitney U,2237.0,3.8683479849077284e-05,0.00027212857252903016,True,Up,1.5651785042775221,3.5652258564553603,red
POS.192.1468@0.6740016,65731.7027027027,2.174001928595024,1.1203532202057203,Mann-Whitney U,2237.0,3.8683479849077284e-05,0.00027212857252903016,True,Up,1.1203532202057203,3.5652258564553603,red
NEG.506.2512@6.4050593,30198.93137254902,3.266421990522594,1.7077111853597264,Mann-Whitney U,2236.0,3.968353830295598e-05,0.00027862584504040767,True,Up,1.7077111853597264,3.554978601344081,red
NEG.517.3009@6.406337,342760.37272727274,3.316547378474769,1.7296821356151915,Mann-Whitney U,2233.0,4.283967018751096e-05,0.0002984851972529444,True,Up,1.7296821356151915,3.525077201924129,red
NEG.Glycochenodeoxycholic acid_FE,1272452.6576576577,3.7740495038058377,1.916113346739839,Mann-Whitney U,2226.0,5.1150680048415865e-05,0.0003458127608468041,True,Up,1.916113346739839,3.4611589848530215,red
POS.243.1904@3.1619952,70582.51086956522,65.95052994353281,6.0433123471440915,Mann-Whitney U,2223.0,5.516165281511669e-05,0.00036882396854731234,True,Up,6.0433123471440915,3.4331808634600716,red
POS.326.2457@7.8480124,902803.5700934579,0.0407983664706072,-4.615344800615533,Mann-Whitney U,856.0,5.656360055808991e-05,0.00037750505573934,True,Down,4.615344800615533,3.423077227703682,blue
POS.571.4796@9.180014,29610.058252427185,0.17342097592903546,-2.5276496863012046,Mann-Whitney U,864.0,6.905836679738745e-05,0.00044857163745040977,True,Down,2.5276496863012046,3.348168189710222,blue
NEG.585.2879@6.405671,129363.83636363636,2.6739970181053807,1.4189978566178856,Mann-Whitney U,2211.0,7.438464182215728e-05,0.00047721414577454424,True,Up,1.4189978566178856,3.3212866912783663,red
POS.Glycochenodeoxycholic acid_FE,185419.7037037037,4.023062337729902,2.0082940928323016,Mann-Whitney U,2209.5,7.718846589325158e-05,0.0004908809244590031,True,Up,2.0082940928323016,3.309023844174641,red
POS.Glycochenodeoxycholic acid_FE Esi+6.421009,205293.53636363638,3.4563420240445946,1.7892459871709632,Mann-Whitney U,2209.0,7.814884816342946e-05,0.0004926892780407213,True,Up,1.7892459871709632,3.307426888787435,red
NEG.653.2759@6.405667,70401.30476190476,2.2215253716406504,1.1515506182019,Mann-Whitney U,2208.0,8.00978088650539e-05,0.0005023690456183415,True,Up,1.1515506182019,3.298977128290175,red
NEG.438.1687@5.530763,54131.63809523809,0.4186891109703232,-1.2560486971181886,Mann-Whitney U,875.0,9.055136314435299e-05,0.0005536395424463461,True,Down,1.2560486971181886,3.256772898946962,blue
NEG.549.2387@6.4064527,127354.9900990099,3.3234719095264693,1.7326911600764008,Mann-Whitney U,2200.0,9.74287058046691e-05,0.0005839312565003522,True,Up,1.7326911600764008,3.233638277339373,red
POS.Glycochenodeoxycholic acid_FE Esi+6.421009 :1,151339.4495412844,2.8699010780332386,1.5210010098311215,Mann-Whitney U,2200.0,9.74287058046691e-05,0.0005839312565003522,True,Up,1.5210010098311215,3.233638277339373,red
POS.493.277@6.427001,16451.881188118812,2.408364942821249,1.26805402220795,Mann-Whitney U,2200.0,9.74287058046691e-05,0.0005839312565003522,True,Up,1.26805402220795,3.233638277339373,red
POS.183.0421@0.7549988,11592.952830188678,0.48204451154416866,-1.0527617251559984,Mann-Whitney U,887.0,0.00012113963013775429,0.000701800973325877,True,Down,1.0527617251559984,3.153786033798349,blue
POS.571.4805@8.199996,57894.78640776699,0.0908980932702013,-3.459606157824827,Mann-Whitney U,888.0,0.0001240867515220117,0.0007165960737657855,True,Down,3.459606157824827,3.1447255756654777,blue
POS.97.0526@2.1790006,32976.71641791045,0.05835510893177399,-4.09899722179618,Mann-Whitney U,889.0,0.00012710136686339311,0.0007293817021263063,True,Down,4.09899722179618,3.137045135956777,blue
POS.399.2761@3.020997,16041.542372881357,0.33885624379992757,-1.5612547399433951,Mann-Whitney U,890.0,0.00013018047807518532,0.0007435639946893302,True,Down,1.5612547399433951,3.1286816480641075,blue
NEG.506.1371@3.8621478,23508.0,2.5802618548156824,1.3675174832742123,Mann-Whitney U,2184.0,0.00014323818795566667,0.0008054937606642737,True,Up,1.3675174832742123,3.093937819266577,red
NEG.336.1294@3.1822684,231931.30555555556,0.46538461538770737,-1.1035045757442747,Mann-Whitney U,894.0,0.00014323818795566667,0.0008054937606642737,True,Down,1.1035045757442747,3.093937819266577,blue
POS.Glycochenodeoxycholic acid_FE Esi+6.424996,183053.9537037037,3.7455789120928937,1.9051887170976318,Mann-Whitney U,2180.0,0.00015751694638383893,0.0008683687634231605,True,Up,1.9051887170976318,3.061295807185541,red
POS.587.4758@8.201008,117806.27358490566,0.08631867211005773,-3.534183518588391,Mann-Whitney U,905.0,0.0001857782000754393,0.0009970187939247436,True,Down,3.534183518588391,3.001296655107722,blue
NEG.162.1042@5.261464,27938.727272727272,2.3720989542317352,1.2461641944546,Mann-Whitney U,2167.0,0.0002137297060814247,0.0011222349408655788,True,Up,1.2461641944546,2.949916213632134,red
POS.197.1491@3.0239997,20075.77966101695,0.37008819619142086,-1.4340589726717337,Mann-Whitney U,918.0,0.0002513128471684078,0.0012808168043100393,True,Down,1.4340589726717337,2.8925129831099565,blue
NEG.574.1244@3.862701,20482.9125,2.4882059422217955,1.315105898461351,Mann-Whitney U,2154.0,0.00028839095494901594,0.001437615102372386,True,Up,1.315105898461351,2.842357373543393,red
NEG.548.2317@6.4061246,17474.956989247312,2.395354583297417,1.2602392332893149,Mann-Whitney U,2154.0,0.00028839095494901594,0.001437615102372386,True,Up,1.2602392332893149,2.842357373543393,red
NEG.643.2473@6.406152,27128.886363636364,2.07957870088945,1.056291284279499,Mann-Whitney U,2142.0,0.00037839408728534323,0.0018263153034010474,True,Up,1.056291284279499,2.738424241749135,red
POS.264.1469@2.1430027,12885.764705882353,0.2263264138334894,-2.1435231281225033,Mann-Whitney U,938.0,0.0003957353404405599,0.0018924666411619425,True,Down,2.1435231281225033,2.7229717671446547,blue
POS.789.3713@5.656004,48481.36923076923,2.1342445768657714,1.093725513375516,Mann-Whitney U,949.0,0.0005051467474013515,0.0023330224937015524,True,Up,1.093725513375516,2.6320810739609115,red
POS.487.2891@6.1500077,146531.9010989011,2.9335807046505415,1.552662682003325,Mann-Whitney U,2114.0,0.0007001682307518612,0.003070292458315021,True,Up,1.552662682003325,2.512820254170063,red
NEG.513.2752@6.0725236,2413803.4691358022,3.63889038644315,1.863498593824083,Mann-Whitney U,2096.0,0.0010259417273990182,0.004267730199363039,True,Up,1.863498593824083,2.3698030439409914,red
POS.543.2611@6.730755,18074.369047619046,3.212529272709292,1.6837096002676426,Mann-Whitney U,2093.0,0.0010922679763636337,0.004528127993025121,True,Up,1.6837096002676426,2.3440813057864562,red
NEG.565.2339@6.13637,81131.14285714286,3.2015113344580577,1.6787531176121107,Mann-Whitney U,2093.0,0.0010922403464903921,0.004528127993025121,True,Up,1.6787531176121107,2.3440813057864562,red
POS.246.0406@1.2640032,89927.12612612612,2.9886785696524205,1.579507744488655,Mann-Whitney U,2092.0,0.0011152434934123161,0.004612880011344472,True,Up,1.579507744488655,2.336027841964185,red
NEG.575.26@6.4076257,27059.7375,2.2139976096184646,1.1466536644891812,Mann-Whitney U,2088.0,0.0012116859114577787,0.004966685558326373,True,Up,1.1466536644891812,2.303933334389007,red
POS.487.3876@7.848013,3663156.1621621624,0.05066073563474636,-4.302988163476482,Mann-Whitney U,997.0,0.0013992032134454622,0.005590675997582526,True,Down,4.302988163476482,2.252535676144007,blue
POS.521.277@6.729994,74685.32222222222,2.402423378074862,1.26449041899728,Mann-Whitney U,2081.0,0.0013992032134454622,0.005590675997582526,True,Up,1.26449041899728,2.252535676144007,red
POS.403.2034@5.6560044,812898.6,78.13642879283718,6.287923413877067,Mann-Whitney U,2080.0,0.0014280764875684792,0.005674929902616727,True,Up,6.287923413877067,2.2460394985568253,red
POS.255.1908@3.0229998,27741.084745762713,0.33656873764735207,-1.571026917434383,Mann-Whitney U,1000.0,0.0014874417810155553,0.005834626607092032,True,Down,1.571026917434383,2.2339869318496786,blue
NEG.745.4332@5.807674,506301.4324324324,0.47388336259120983,-1.0773960841141503,Mann-Whitney U,1012.0,0.0018943395054551147,0.007213138096006728,True,Down,1.0773960841141503,2.1418757531337125,blue
POS.126.0287@1.5149997,407262.02752293576,2.5737394609602133,1.363866017270714,Mann-Whitney U,2062.0,0.0020512040649173406,0.007674114591949476,True,Up,1.363866017270714,2.1149717200869125,red
NEG.104.0473@1.2489383,931047.02,2.216171638074423,1.1480696195683553,Mann-Whitney U,2055.0,0.0023546744981025013,0.00863222723449247,True,Up,1.1480696195683553,2.0638771358196717,red
NEG.172.0344@1.2449774,690718.6732673268,2.0893236748069355,1.0630360098134863,Mann-Whitney U,2052.0,0.0024968970395168504,0.009062443039840043,True,Up,1.0630360098134863,2.0427547100828423,red
NEG.126.0292@1.2628934,187508.3523809524,2.004733496095675,1.0034104614102992,Mann-Whitney U,2051.0,0.0025460235991098122,0.009213217472846232,True,Up,1.0034104614102992,2.0355886774378997,red
POS.794.3271@5.656004,51645.015384615384,2.0173902005068602,1.0124901547942868,Mann-Whitney U,1028.0,0.0025960326843870386,0.009375563034595014,True,Up,1.0124901547942868,2.028002641949537,red
POS.232.052@1.2660022,41191.67592592593,3.7173016251595965,1.894255754507748,Mann-Whitney U,2045.0,0.002859815536980925,0.010226857523806173,True,Up,1.894255754507748,1.990257794413801,red
POS.515.4187@8.19999,1920944.0810810812,0.04553072972887651,-4.457015607909491,Mann-Whitney U,1038.0,0.0031478557863006146,0.011104343160967511,True,Down,4.457015607909491,1.9545071255445008,blue
POS.411.2753@6.1489916,118037.66666666667,3.088274433805035,1.626800960733427,Mann-Whitney U,2038.0,0.003270298036854851,0.011491770536450412,True,Up,1.626800960733427,1.9396130544298562,red
NEG.601.2836@6.13517,130259.82278481012,3.7988171763642256,1.925550281863563,Mann-Whitney U,2037.0,0.003333132296958296,0.011667563967450558,True,Up,1.925550281863563,1.9330198094156246,red
POS.584.3474@9.018004,13211.138461538461,0.18403970991675708,-2.441911007306539,Mann-Whitney U,1043.0,0.0034621105622312824,0.012049599702741923,True,Down,2.441911007306539,1.9190273804565765,blue
POS.492.3433@7.848013,1499612.2018348624,0.12707272577487672,-2.9762736838347625,Mann-Whitney U,1044.0,0.0035282886023927157,0.012244841587732435,True,Down,2.9762736838347625,1.912046828997306,blue
NEG.392.2192@5.5157537,14719.61,2.0677485830211664,1.0480607794250636,Mann-Whitney U,2031.5,0.003698723818692116,0.012727242299635571,True,Up,1.0480607794250636,1.8952656877676857,red
POS.246.0405@1.2640032,85371.27272727272,3.1200597961207084,1.6415736786837236,Mann-Whitney U,2031.0,0.003733787151003746,0.012775512092260705,True,Up,1.6415736786837236,1.8936216826307695,red
POS.256.974@1.2720019,46031.84946236559,2.8210051758522283,1.4962093129172782,Mann-Whitney U,2031.0,0.003733787151003746,0.012775512092260705,True,Up,1.4962093129172782,1.8936216826307695,red
POS.232.0521@1.2649995,40392.90740740741,3.874774076200678,1.9541121946070374,Mann-Whitney U,2022.0,0.004417231473103414,0.014673100718312525,True,Up,1.9541121946070374,1.8334781013878882,red
POS.559.4446@7.849,110123.35185185185,0.11578275324370312,-3.1105077263862926,Mann-Whitney U,1057.0,0.004499781472212229,0.014893009704578894,True,Down,3.1105077263862926,1.8270175274991878,blue
NEG.3-hydroxybutyric acid (HMDB0000357),1386094.7962962964,2.1893766213192314,1.1305201513999783,Mann-Whitney U,2020.0,0.004583726719018676,0.015115927750320413,True,Up,1.1305201513999783,1.8205651925496877,red
POS.508.317@7.8489995,379221.2752293578,0.17481611346856593,-2.5160899252102666,Mann-Whitney U,1062.0,0.004933876135999345,0.01606706402107383,True,Down,2.5160899252102666,1.7940634758153062,blue
POS.234.1674@3.0229998,62017.12903225807,0.338293314402921,-1.5636534290562567,Mann-Whitney U,1064.0,0.005117870097613362,0.016547931353773818,True,Down,1.5636534290562567,1.7812562893682025,blue
NEG.104.0473@1.2434301,957992.5408163265,2.5057590901206073,1.3252477170558707,Mann-Whitney U,2010.0,0.005504576647806635,0.017657286359689595,True,Up,1.3252477170558707,1.7530760396920702,red
POS.382.3074@7.3859897,208231.87155963303,0.13428542778736055,-2.896625338145506,Mann-Whitney U,1080.0,0.006827957981168858,0.021067805997780964,True,Down,2.896625338145506,1.6763806894830173,blue
POS.520.3746@8.199991,899530.5585585586,0.11161798309208155,-3.1633586122750272,Mann-Whitney U,1082.0,0.00707441627392201,0.02171792156880523,True,Down,3.1633586122750272,1.6631817395983808,blue
POS.292.0462@1.2689983,39202.818181818184,2.6260376859103918,1.392887620300072,Mann-Whitney U,1995.0,0.0072006161370985105,0.021939001006343623,True,Up,1.392887620300072,1.6587831519349692,red
POS.394.2706@7.175002,516675.61467889906,0.11193766652141623,-3.1592325164834496,Mann-Whitney U,1089.0,0.008001150557495016,0.02403643250742938,True,Down,3.1592325164834496,1.6191299899683342,blue
POS.120.9954@1.2710001,79097.9010989011,2.1649120343830752,1.1143084059508215,Mann-Whitney U,1986.0,0.008430563264836889,0.025160501668358412,True,Up,1.1143084059508215,1.599280703861596,red
POS.181.9778@1.0918427,259408.57943925232,3.4991322881266766,1.8069972081092334,Mann-Whitney U,1984.0,0.008728174211190569,0.025858103110226367,True,Up,1.8069972081092334,1.5874033371113505,red
POS.292.0463@1.2649995,39789.22935779816,2.8176358573578972,1.494485174199153,Mann-Whitney U,1978.0,0.009678133109999588,0.02819114072968705,True,Up,1.494485174199153,1.5498873504290336,red
POS.536.3482@8.198985,317068.52252252254,0.14676105132299005,-2.7684589504033714,Mann-Whitney U,1122.0,0.013997662807791467,0.03800855683427132,True,Down,2.7684589504033714,1.4201186200262346,blue
